u;v;oneway;length;geometry;name
208971344;1702478163;False;146.802;LINESTRING (-8.4432799 41.5299053, -8.4434873 41.5298608, -8.4436907 41.529822, -8.4441735 41.5297478, -8.444713 41.5296718, -8.445004 41.5296309);Rua Cidade do Porto
208971344;208977479;True;486.84300000000013;LINESTRING (-8.444435 41.5265753, -8.4443213 41.5266291, -8.4440826 41.5270782, -8.4439749 41.5272947, -8.4438225 41.5275061, -8.4436842 41.5276748, -8.4435458 41.5277895, -8.4433947 41.5279137, -8.4431177 41.528097, -8.4429052 41.528233, -8.442804 41.5283083, -8.4427103 41.5284037, -8.4426648 41.5285141, -8.4426429 41.5286147, -8.442677 41.5287322, -8.4427119 41.5288051, -8.4427854 41.5288891, -8.4429049 41.5289732, -8.4430549 41.5290262, -8.4431876 41.5290665, -8.4433677 41.5291148, -8.4435178 41.5291634, -8.4436027 41.529221, -8.4436579 41.529263, -8.4437007 41.5293314, -8.4437289 41.5293955, -8.4437411 41.5294708, -8.4437385 41.5295517, -8.4437121 41.5296085, -8.4436758 41.529677, -8.4436406 41.5297134, -8.4436038 41.5297409, -8.4435735 41.5297636, -8.4435258 41.5297887, -8.4434235 41.5298381, -8.4432799 41.5299053);
208977479;3898544016;True;1129.714;LINESTRING (-8.4445008 41.5169134, -8.4445512 41.5172382, -8.4446068 41.5177282, -8.4447277 41.5182381, -8.4449178 41.5187579, -8.4453648 41.5199799, -8.4461104 41.5219116, -8.44625 41.5222228, -8.4463217 41.5225772, -8.4463444 41.5229171, -8.4463305 41.523249, -8.4462859 41.5235288, -8.446209 41.5238202, -8.4460927 41.5241226, -8.4459811 41.5243488, -8.4457469 41.5247314, -8.445368 41.5252323, -8.4449787 41.5257139, -8.4448662 41.5258673, -8.4445618 41.5263515, -8.444435 41.5265753);['Circular Sul de Braga', 'Circular Norte de Braga']
210581697;210587666;True;122.249;LINESTRING (-8.4166249 41.5483678, -8.4165409 41.5483836, -8.4160146 41.5486917, -8.4153874 41.5489474);Avenida João XXI
210581697;210613572;True;296.403;LINESTRING (-8.4166249 41.5483678, -8.4163201 41.5485914, -8.4160182 41.5487551, -8.4156014 41.5489317, -8.415263 41.5490653, -8.414256 41.5494794, -8.4135873 41.5497362);Avenida João XXI
210581697;210962203;True;183.15099999999998;LINESTRING (-8.4179941 41.547079, -8.4178198 41.5472393, -8.4174784 41.5475691, -8.4169982 41.5480172, -8.4168228 41.5481951, -8.4167736 41.548245, -8.4166249 41.5483678);Avenida João XXI
210587666;210606620;True;17.43;;Avenida 31 de Janeiro
210587666;210613572;True;173.65500000000003;LINESTRING (-8.4153874 41.5489474, -8.4142258 41.5494323, -8.4137318 41.5496674, -8.4135873 41.5497362);Avenida João XXI
210606620;224602549;True;131.715;;Avenida 31 de Janeiro
210606620;210610916;True;148.16899999999998;LINESTRING (-8.4154837 41.5490866, -8.4160605 41.5488449, -8.4164103 41.5486573, -8.4166729 41.5484823, -8.4168602 41.5482722);Avenida João XXI
210606620;2298927585;True;149.666;LINESTRING (-8.4139027 41.549728, -8.4151784 41.5492026, -8.4154837 41.5490866);Avenida João XXI
210606632;1605322969;True;110.802;LINESTRING (-8.4178904 41.5472814, -8.417966 41.5472424, -8.4185758 41.5466515, -8.4187425 41.5465202);Avenida João XXI
210606632;210610916;True;139.603;LINESTRING (-8.4168602 41.5482722, -8.4175443 41.5476217, -8.4178904 41.5472814);Avenida João XXI
210608778;4191807089;True;31.356;LINESTRING (-8.4135834 41.5498312, -8.4137156 41.5497542, -8.4138967 41.5496757);Túnel Avenida João XXI
210608778;2298927585;True;29.061;LINESTRING (-8.4135834 41.5498312, -8.4137537 41.549789, -8.4137795 41.5497784, -8.4139027 41.549728);Avenida João XXI
210608778;224600866;True;162.56;;Avenida João XXI
210610916;4191807089;True;293.366;LINESTRING (-8.4138967 41.5496757, -8.4152862 41.5490977, -8.4156286 41.5489665, -8.4160305 41.5488002, -8.4163586 41.5486269, -8.4168602 41.5482722);['Túnel Avenida João XXI', 'Avenida João XXI']
210613572;211284761;True;14.507;;Avenida João XXI
